"publishedDate","title","text","rating"
"2015-07-12","Wenn wir nicht weiter wussten ab zu Starbucks","Da wir, meine Tochter und ich alleine ohne unseren Navigator  (mein Mann ) NYC unsicher gemacht haben, war Starbucks immer ein guter Anlaufpunkt um im freien Internetzugang die nächste Route zu Googeln oder die nächste U- Bahn Station zu suchen.:)  Für die Zweifler, mein Handy funktioniert noch und ich habe keinen zusätzlichen Kosten dafür gehabt... Ansonsten war es bei jedem Starbucks und wir haben viele besucht immer sauber , auch die Toiletten waren in Ordnung.","4"
"2015-07-11","Fan","Desde que abrió en Buenos Aires, me debo reconocer como alta fan. De hecho, me gusta mucho más el café que sirven acá, que el que sirven en EE. UU. ","4"
"2015-07-09","En Manhattan es la opción de un buen café, té, comida ligera... a precio justo con WI-FI  y baños (bastante escasos en","un lugar agradable y ""universal"" para hacer una pausa en medio de las largas caminadas conociendo a Manhattan, que para mí se recorre a pie. Es muy agradable poder ir al baño, conectarse al internet gratis y disfrutar un buen café. Bien atendido, personal bilingüe, hay muchos latinos atendiendo. Entre otras, en Manhattan no se necesita hablar inglés, en todos los lugares hay personal que habla español.","4"
"2015-07-09","Everywhere","If you like coffee there is one just about on every corner. Nice as the city is large and if you are walking it is easy to get a coffee","5"
"2015-07-08","Normal, pero vale la pena visitar","Si estas de prisa y quieres tomar un café,  chocolate,..  Algo de cafetería puedes comprar aquí en el Starbucks Q está en macys manhathan..  El personal fue educado y atento...  Un chocolate con leche aceptable. Hay mejores y podrían mejorar...  Pero si tiene un buen ambiente en algunas cafeterías a las q fui, algo relajada y disfrutando mi chocolate.","3"
"2015-07-08","Aguado","Cappuccino e mocha são muito aguados, em nenhum starbucks nos EUA consegui tomar algum que fosse bom.","2"
"2015-07-01","Starbucks on Third Avenue and 28th Street great!","I get my coffee and a breakfast sandwich almost every morning at the Third Avenue and 28th Street store, It is the best Starbuck I have found in the city.  The service is fast and friendly. They know me and get my order done fast and just write. The manager really has the workers focused and the workers are all trying to make the customer happy.","5"
"2015-07-01","Delícia de café!!!","Atendimento rápido e pra quem tem pressa vale a pena... além disso o wifi sempre salvava... caramel machiato e o tradicional coffee latte muito bom!!!","5"
"2015-06-30","Life saving place","I'm a Starbucks fanatic, because they saves me a lot, I'm a low budget traveler so I eat cheap in here, they have free  WI FI , and is a refugee when is cold or is raining, also I like the coffee and the cakes . I think I eat 3 times in here in this trip.","4"
"2015-06-29","Самый лучший старбакс","Я и мой супруг, очень любим старбакс. Где бы вы ни были не поленитесь посетить эту кафешку. Самый лучший кофе, разных сортов, хочешь айс(это со льдом, летом когда жарко самое оно), хочешь хат(это горячий). Очень вкусные десерты, я люблю брауни. Есть еще у них бутерброды всякие. Очень вкусный чай. А еще всякие там кружки и термосы продают.","5"
"2015-06-28","Desilucionante..","La primer mañana de nuestro viaje decimos ir para tomarnos un capiccino, al la taza estaba hasta la mitad y el resto era toda espuma y me costo 4 dolares una estafa. En lo carritos de la calle cuesta eso la taza grende y es mucho mas rico!!
el internet es pesimo por toda la gente que tiene conenctada!!","2"
"2015-06-26","piacevole",".....oasi metropolitana.....diffusissima catena di degustazione caffè e beveroni tipici....grazie alla connessione wifi gratuita ci si può riposare connettendosi con i propri contatti quotidiani.....","4"
"2015-06-24","caramel machiato","o melhor caramel machiato é o do starbucks ( nem sei se tem em outro lugar). Sempre que viajo trato de ir a um starbucks logo! gosto do café quente, não sou muito chegada ao gelado:)","5"
"2015-06-23","Surprisingly very clean!","I came here and got a fappuccino while I was waiting to get in line to get half off Broadway tickets. Similar to pretty much every Starbucks I've been to, my frappuccino was great and prepared very fast even though it was super crowded and busy. I used the bathroom here expecting it to be disgusting like some others I've seen in busy areas but it was actually super clean so I was pleasantly surprised! So my experience was great!","5"
"2015-06-20","Sempre lotado...","Não gostei muito, estava sempre lotado e sem lugares para sentar. O café não tem nada demais. A parte boa era o wifi grátis, que ajudava bastante, muitos lugares na cidade não tem internet livre...","3"
"2015-06-18","Sempre piacevole!","Ogni volta che entro in uno Starbucks ci starei x ore! e mi mangerei di tutto! si sta bene il cibo è ottimo e anche se caotico e sempre pieno di gente si sta benissimo! Mi piace tantissimo!","5"
"2015-06-17","Salvação da Lavoura","A última vez que estive em NY estava MUITO frio. Toda vez que  avistava um Starbuck pelo caminho tinha certeza que durante alguns minutos o frio daria uma trégua, seja pelo ambiente aquecido ou pelo chocolate quente. ","5"
"2015-06-16","Starbucks at Times Squre","It is always very crowded because there are free seats around Times Squre. When you desperately want to have Frapeccino, I recommend this shop, but if not isn't it OK to buy drink at newsstand and enjoy times squre.","3"
"2015-06-11","Ovunque.....","Recensisco questo di NY ma vale per tutti quelli che trovo (trovato ad oggi), in giro per il mondo..ultimamente Boston e Washington.
Trovi una colazione decente, varia e non carissima come nella media degli altri ""bar"" delle rispettive città 
Trovi anche mediamente cortesia accettabile
Di sicuro trovi connessione Wi-Fi come in nessun altro posto e questo dovunque tu ti trovi...non affatto banale
Trovi anche frequentatori di tutti i tipi e di più.....
Non c'è un posto così uguale ovunque, come questa catena ...Grandi!","3"
"2015-06-11","Simples","Não conhecia e era um desejo antigo, mas fiquei um tanto decepcionada, pois os atendentes não são eficientes. Trocaram meu pedido e lógico, não gostei.","5"
"2015-06-05","Tudo perfeito","Não tinha ideia do quão saborosos eram os bolos da starbucks, valem muitooo as calorias principalmente o de frutas vermelhas e de limão. Além da internet maravilhosa que nos auxiliava já que toda esquina literalmente tem uma em NY.","5"
"2015-06-04","Muito bom","Atendimento excelente. Os salgados são todos feitos na hora, fresquinhos e saborosos. E as bebidas também muito boas e caprichadas. E o melhor, o preço, diferentemente aqui do Brasil, são bem baixos. um Hot Chocolate sai por uns 4 dólares com o imposto...
","4"
"2015-06-02","L'altro modo di bere caffè","c'è l'espresso italiano e poi c'è il caffe di starbucks, per chi come noi ama sorseggiare un buon caffè lungo magari arricchito da vaniglia panna etc per provare qualcosa di nuovo, il modello starbucks resta sempre al top","5"
"2015-05-25","Mi aspettavo di più !!","Durante la mia permanenza nella grande mela una volta sola ho fatto colazione qui,prezzi alti ingiustamente,ci sono posti meno famosi e conosciuti che meriterebbero di essere frequentati più di starbucks!!
Che dire lo si può provare ma non fissarsi solo qua!!","2"
"2015-05-14","O yeah","Starbucks is always Starbucks apologize that there is no in italy.
In the one of time square staff was quite kind i usually dont drink coffee so they was kind to modifie my vanilla milk without coffee. If you put with it a muffin the breakfast is Perfect.","5"
"2015-05-08","fue una experiencia divertida","yo estaba con mi papa en el famoso starbucks,al ordenar dos cafes el mozo se sorprendio al saber que uno era para mi.recomendado 100%.muy sabroso aunque alli los niños no consumen cafe","5"
"2015-05-06","Good Alternative","Very difficult to find a place to sit down. Just stand at a counter to savour a cafe latte and a warm bagel with cream cheese. 
It's a good choice.","4"
"2015-05-05","mauvais café","c'est cher il y a peu de places assises le café y est américain du jus de chaussette j'ai essayé les frapuccino cappuccino et autres sucreries chimique à la vanilline c'est yout simplement infâme même le caffé expresso y est imbuvable, seul intérêt de ces lieux pouvoir recharger son tel GSM ou son fauteuil roulant électrique ce pourquoi j'ai cotoyé ces lieux infame fabrique à obèse et vide porte monnaie , il n' y a qu'une seule toilette il faut y faire la queue pour y accéder lieux a éviter si une envi pressante se fait sentir","1"
"2015-05-01","Giant Starbucks","This is a nice, big Starbucks but honestly the service was not the best. They lost of of our group members order. It didn't seem any busier than any other Starbucks. When we got all the drinks, they were good. ","4"
"2015-05-01","Efficiently run","Stopped into the Starbucks near Times Sq. there is good seating and things run quickly to get coffee. They even offer happy hour twice per day.","4"
"2015-04-30","Sicurezza...","Abbiamo soggiornato una settimana a New York e ogni mattina abbiamo fatto colazione da Starbuck a Time Square, una sicurezza. Ormai fare colazione da Starbuck è sinonimo di sicurezza e affidabilità, anche a volte per il dopo pranzo, magari passeggi e passi a prenderti un frullato o altro. Il classico caffè nel bicchiere è un simbolo ormai, prezzi molto modici e felicità assicurata.","5"
